customer_id,customer_name,email,region,segment,created_at,source_updated_at
305,Customer 0305,customer0305@example.com,West,Mid-Market,2024-09-06,2026-09-02T16:56:00
306,Customer 0306,customer0306@example.com,East,Mid-Market,2025-01-12,2026-09-02T17:37:00
307,Customer 0307,customer0307@example.com,South,Mid-Market,2025-12-07,2026-09-02T17:18:00
308,Customer 0308,customer0308@example.com,South,Mid-Market,2024-07-06,2026-09-02T16:05:00
309,Customer 0309,customer0309@example.com,South,Enterprise,2025-11-10,2026-09-02T17:53:00
310,Customer 0310,customer0310@example.com,West,SMB,2024-08-08,2026-09-02T16:08:00
311,Customer 0311,customer0311@example.com,Central,Mid-Market,2025-01-02,2026-09-02T15:48:00
312,Customer 0312,customer0312@example.com,West,Mid-Market,2025-12-03,2026-09-02T15:42:00
313,Customer 0313,customer0313@example.com,South,Enterprise,2026-03-26,2026-09-02T15:00:00
314,Customer 0314,customer0314@example.com,East,SMB,2025-05-28,2026-09-02T16:27:00
315,Customer 0315,customer0315@example.com,West,SMB,2026-05-24,2026-09-02T16:28:00
316,Customer 0316,customer0316@example.com,Central,SMB,2025-03-11,2026-09-02T15:53:00
317,Customer 0317,customer0317@example.com,West,Mid-Market,2024-05-03,2026-09-02T17:51:00
318,Customer 0318,customer0318@example.com,East,Enterprise,2025-08-17,2026-09-02T15:08:00
319,Customer 0319,customer0319@example.com,West,Enterprise,2025-10-01,2026-09-02T15:14:00
320,Customer 0320,customer0320@example.com,West,SMB,2025-08-21,2026-09-02T17:50:00
321,Customer 0321,customer0321@example.com,West,Mid-Market,2026-01-04,2026-09-02T15:08:00
322,Customer 0322,customer0322@example.com,East,SMB,2026-04-08,2026-09-02T16:17:00
323,Customer 0323,customer0323@example.com,Central,SMB,2025-12-22,2026-09-02T15:40:00
324,Customer 0324,customer0324@example.com,East,Mid-Market,2024-01-02,2026-09-02T15:54:00
325,Customer 0325,customer0325@example.com,Central,SMB,2025-03-26,2026-09-02T15:49:00
326,Customer 0326,customer0326@example.com,Central,Mid-Market,2026-01-10,2026-09-02T15:33:00
327,Customer 0327,customer0327@example.com,West,SMB,2024-09-16,2026-09-02T16:11:00
328,Customer 0328,customer0328@example.com,East,SMB,2024-01-08,2026-09-02T16:41:00
329,Customer 0329,customer0329@example.com,South,SMB,2026-02-06,2026-09-02T17:03:00
330,Customer 0330,customer0330@example.com,West,SMB,2025-10-05,2026-09-02T16:52:00
331,Customer 0331,customer0331@example.com,Central,SMB,2024-10-04,2026-09-02T16:49:00
332,Customer 0332,customer0332@example.com,Central,SMB,2024-12-18,2026-09-02T16:54:00
333,Customer 0333,customer0333@example.com,West,Enterprise,2025-03-01,2026-09-02T17:12:00
334,Customer 0334,customer0334@example.com,South,SMB,2025-10-29,2026-09-02T17:40:00
335,Customer 0335,customer0335@example.com,Central,Enterprise,2025-02-14,2026-09-02T16:44:00
336,Customer 0336,customer0336@example.com,South,Mid-Market,2026-03-26,2026-09-02T16:49:00
337,Customer 0337,customer0337@example.com,West,SMB,2025-01-02,2026-09-02T15:54:00
338,Customer 0338,customer0338@example.com,South,SMB,2025-12-31,2026-09-02T15:31:00
339,Customer 0339,customer0339@example.com,Central,SMB,2026-01-18,2026-09-02T16:59:00
340,Customer 0340,customer0340@example.com,East,Mid-Market,2024-11-07,2026-09-02T17:15:00
341,Customer 0341,customer0341@example.com,East,Mid-Market,2025-07-29,2026-09-02T16:33:00
342,Customer 0342,customer0342@example.com,West,SMB,2026-05-26,2026-09-02T15:57:00
343,Customer 0343,customer0343@example.com,East,SMB,2024-06-12,2026-09-02T16:32:00
344,Customer 0344,customer0344@example.com,Central,Mid-Market,2025-01-27,2026-09-02T16:58:00
345,Customer 0345,customer0345@example.com,Central,Mid-Market,2024-09-26,2026-09-02T15:52:00
346,Customer 0346,customer0346@example.com,East,SMB,2025-05-14,2026-09-02T17:12:00
347,Customer 0347,customer0347@example.com,East,SMB,2025-05-05,2026-09-02T17:03:00
348,Customer 0348,customer0348@example.com,South,Mid-Market,2025-01-11,2026-09-02T15:50:00
349,Customer 0349,customer0349@example.com,Central,Mid-Market,2026-05-21,2026-09-02T15:48:00
350,Customer 0350,customer0350@example.com,Central,Mid-Market,2024-09-08,2026-09-02T17:40:00
351,Customer 0351,customer0351@example.com,West,SMB,2024-07-20,2026-09-02T17:39:00
352,Customer 0352,customer0352@example.com,Central,Mid-Market,2024-11-10,2026-09-02T17:04:00
353,Customer 0353,customer0353@example.com,Central,Enterprise,2024-01-15,2026-09-02T15:37:00
354,Customer 0354,customer0354@example.com,West,SMB,2026-06-11,2026-09-02T15:50:00
355,Customer 0355,customer0355@example.com,South,SMB,2026-01-11,2026-09-02T17:39:00
356,Customer 0356,customer0356@example.com,East,SMB,2025-01-06,2026-09-02T17:33:00
357,Customer 0357,customer0357@example.com,East,Mid-Market,2025-12-11,2026-09-02T15:31:00
358,Customer 0358,customer0358@example.com,West,SMB,2024-07-01,2026-09-02T17:54:00
359,Customer 0359,customer0359@example.com,Central,SMB,2025-01-05,2026-09-02T17:38:00
360,Customer 0360,customer0360@example.com,Central,Mid-Market,2026-02-19,2026-09-02T17:48:00
361,Customer 0361,customer0361@example.com,East,SMB,2024-03-28,2026-09-02T17:52:00
362,Customer 0362,customer0362@example.com,West,SMB,2025-06-22,2026-09-02T17:04:00
363,Customer 0363,customer0363@example.com,Central,SMB,2025-07-26,2026-09-02T16:58:00
364,Customer 0364,customer0364@example.com,South,Enterprise,2025-05-01,2026-09-02T17:30:00
365,Customer 0365,customer0365@example.com,Central,SMB,2026-05-12,2026-09-02T15:37:00
366,Customer 0366,customer0366@example.com,South,Mid-Market,2025-03-30,2026-09-02T16:49:00
367,Customer 0367,customer0367@example.com,South,SMB,2025-08-04,2026-09-02T15:19:00
368,Customer 0368,customer0368@example.com,West,Mid-Market,2024-11-27,2026-09-02T16:08:00
369,Customer 0369,customer0369@example.com,East,Mid-Market,2025-06-20,2026-09-02T17:40:00
370,Customer 0370,customer0370@example.com,South,Mid-Market,2025-03-24,2026-09-02T16:08:00
371,Customer 0371,customer0371@example.com,East,Mid-Market,2024-12-16,2026-09-02T16:54:00
372,Customer 0372,customer0372@example.com,South,Mid-Market,2025-08-20,2026-09-02T15:50:00
373,Customer 0373,customer0373@example.com,East,Mid-Market,2024-10-04,2026-09-02T16:15:00
374,Customer 0374,customer0374@example.com,South,SMB,2025-11-22,2026-09-02T17:26:00
375,Customer 0375,customer0375@example.com,East,SMB,2024-10-08,2026-09-02T17:56:00
376,Customer 0376,customer0376@example.com,West,Mid-Market,2026-01-14,2026-09-02T17:22:00
377,Customer 0377,customer0377@example.com,Central,SMB,2024-09-20,2026-09-02T16:37:00
378,Customer 0378,customer0378@example.com,East,SMB,2024-05-11,2026-09-02T17:37:00
379,Customer 0379,customer0379@example.com,South,Enterprise,2025-01-04,2026-09-02T17:37:00
380,Customer 0380,customer0380@example.com,West,Enterprise,2025-06-04,2026-09-02T17:23:00
381,Customer 0381,customer0381@example.com,Central,SMB,2025-09-17,2026-09-02T16:38:00
382,Customer 0382,customer0382@example.com,Central,Mid-Market,2024-09-27,2026-09-02T15:59:00
383,Customer 0383,customer0383@example.com,South,SMB,2025-01-05,2026-09-02T15:16:00
384,Customer 0384,customer0384@example.com,West,SMB,2026-05-20,2026-09-02T17:33:00
385,Customer 0385,customer0385@example.com,West,Mid-Market,2024-05-29,2026-09-02T17:15:00
386,Customer 0386,customer0386@example.com,Central,SMB,2026-03-22,2026-09-02T17:33:00
387,Customer 0387,customer0387@example.com,Central,Enterprise,2026-01-19,2026-09-02T15:36:00
388,Customer 0388,customer0388@example.com,South,SMB,2026-03-17,2026-09-02T15:05:00
389,Customer 0389,customer0389@example.com,East,SMB,2024-06-07,2026-09-02T15:41:00
390,Customer 0390,customer0390@example.com,South,SMB,2024-02-22,2026-09-02T17:13:00
391,Customer 0391,customer0391@example.com,East,SMB,2025-07-18,2026-09-02T16:31:00
392,Customer 0392,customer0392@example.com,Central,Enterprise,2026-01-10,2026-09-02T16:47:00
393,Customer 0393,customer0393@example.com,Central,Mid-Market,2024-12-08,2026-09-02T16:57:00
394,Customer 0394,customer0394@example.com,Central,SMB,2024-11-29,2026-09-02T16:40:00
395,Customer 0395,customer0395@example.com,West,SMB,2024-10-22,2026-09-02T16:16:00
396,Customer 0396,customer0396@example.com,West,SMB,2024-01-23,2026-09-02T16:28:00
397,Customer 0397,customer0397@example.com,South,SMB,2025-02-13,2026-09-02T17:07:00
398,Customer 0398,customer0398@example.com,South,SMB,2024-08-13,2026-09-02T16:41:00
399,Customer 0399,customer0399@example.com,Central,Mid-Market,2025-02-23,2026-09-02T15:37:00
400,Customer 0400,customer0400@example.com,East,Mid-Market,2025-12-31,2026-09-02T17:35:00
